Tachometer,UA axial,UA radial,UA tangential,OA axial,OA radial,OA tangential,Microphone
0.039919486000000004,0.0047299289780000035,-0.0011477801680000056,0.00027687364819999977,1.2987539399999999,0.028889919862400002,0.362701825002,0.0117663357878
0.03070352800000003,0.03874127347899999,0.0057570273768,0.0037780439074,0.97714661424,-0.0113245512424,0.2909460480904,0.011562640111
0.032308628,0.017700602683400003,0.00087384576922,0.0010557433473999999,-0.6193808206279999,-0.06113191818,-0.1241744507992,0.01451714031216
-0.09795721200000002,0.01324951952,0.0008340311571999991,0.0013455476802000006,-1.54779419,-0.03261809115838,-0.408485362266,0.013819931462
-0.059289808399999956,0.0081558484322,-0.0009474746355999983,4.7077833839999527e-05,-0.6892193171020201,0.0326782419296,-0.20967448006019998,0.015113821247599997
0.030948179999999978,-0.0027263938700000053,-0.005098528477199997,-1.2006131000000408e-05,0.564934748449,0.049027085734,0.159808675984,0.014491759281999998
0.02532756340000001,0.007817721940000003,-0.010902253788399995,-0.0009269988240000011,1.134611912,0.02441249862242,0.337141261548,0.013675141077999999
0.012710734000000003,0.0124527117328,0.001100633112,0.0011078202856000007,0.6372821558880001,-0.01747474077206,0.1313039251702,0.013889910428999999
0.022118038000000003,0.023807504952,0.004210797438800002,-0.001381154858,-0.5909614249139999,-0.03701353919462,-0.18667689759199999,0.015868268456800002
0.019198180000000026,0.026595429523999996,0.00919079193,0.002076196726200001,-0.7263067904380001,-0.0008694406137800016,-0.257201749892,0.012097075185400001
0.010252557999999998,0.021462190508,0.010861290254000004,0.0012363998558000012,0.569138441612,0.05474293562200001,0.1021547305578,0.012443650095160002
0.0364887968,0.015591722490000006,-0.0014456595667999977,0.0021283063314000003,1.5593656179999997,0.041058772611020006,0.4109206762858001,0.012729879859719998
-0.15885627779999997,0.012168206760000003,-0.010715291518000002,0.0009659995988399999,1.565462256,0.014574948954000001,0.42118611558,0.013395977590799999
-0.01523151959999998,0.012715379986,-0.004694465398,0.00028304029242000013,0.030781015280000018,-0.055623468398,-0.004412716385600004,0.0152340012372
0.034935383999999986,-0.022079923732199996,-0.009350181076000004,-0.0028645652671999986,-1.20482135,-0.039748266730979996,-0.327478363592,0.0163162045368
0.037342576000000016,0.024530030425,0.001079639238799996,-9.163025999999945e-05,-0.7763502133260001,0.020252841593219998,-0.233521475978,0.014658587212
0.02950919600000001,0.017776127238600004,0.008826515380000005,-0.0005539895486000002,0.22706687934519995,0.04159469212202,0.0946518352856,0.013381521155799998
0.033171450000000005,0.01409020606926,-0.001454519947199998,0.001819956238440001,0.9496623303,0.02618398239102,0.31410590291199997,0.012446864562000002
0.01875551800000003,0.030953656389999997,0.007443939686000004,0.0022655455866000002,0.30529691932499997,-0.02298135265908,0.10496101639998001,0.012769791862400001
0.020064171999999995,0.014781271687999998,0.0011879245631999978,0.001314151016600001,-0.958517940742,-0.0432406834252,-0.22106551531200003,0.0142031535528
-0.05031523999999997,0.008429143794,-0.0003625107580000048,0.001560625845220001,-1.439610096,-0.0241827258522,-0.35442011551999997,0.013553627366
